GENE_SYMBOL,baseMean,logFC,lfcSE,stat,pvalue,Adj.p.values,log10Adj.p.values
OPN3,490.4212991,0.07574613,0.126789407,-0.597416861,0.550229099,0.874824996,0.058078817
C11orf93,26.4437216,-0.260766316,0.436040342,0.598032547,0.549818216,0.874824996,0.058078817
ZNF84,37.47892403,0.213930009,0.358292904,-0.597081344,0.550453073,0.874824996,0.058078817
TIMM9,172.1323943,0.111471394,0.186739164,-0.596936348,0.550549879,0.874824996,0.058078817
MSL1,1031.980226,-0.066634086,0.111627482,0.596932633,0.550552359,0.874824996,0.058078817
SNORD104,59.30719991,0.185074421,0.310032377,-0.596951915,0.550539485,0.874824996,0.058078817
ECH1,631.1069107,0.083081319,0.139023076,-0.597608119,0.550101446,0.874824996,0.058078817
ANAPC4,171.1962143,-0.123295487,0.206484731,0.597116728,0.55042945,0.874824996,0.058078817
FGD3,22.38328621,-0.279708061,0.468340806,0.597231883,0.550352576,0.874824996,0.058078817
TDRD7,218.9257434,0.108707257,0.182049303,-0.597130862,0.550420015,0.874824996,0.058078817
RABL6,1268.789438,0.062637203,0.104906623,-0.597075774,0.550456791,0.874824996,0.058078817
NASP,1012.0797,-0.071809669,0.120336054,0.596742763,0.550679137,0.874913438,0.058034913
ITPRIPL2,778.3422492,-0.06847136,0.114838047,0.596242811,0.55101303,0.875039828,0.057972179
CELSR1,2575.100859,-0.075881447,0.127220827,0.596454593,0.550871579,0.875039828,0.057972179
SLC39A7,3717.120678,0.051836851,0.086945752,-0.596197631,0.551043208,0.875039828,0.057972179
ZNF777,432.9250224,0.082648176,0.138624945,-0.596199879,0.551041706,0.875039828,0.057972179
E2F6,82.28913043,0.159885481,0.268522325,-0.595427144,0.551557986,0.875151853,0.057916583
L3MBTL1,61.91213894,-0.199501562,0.335070347,0.59540202,0.551574776,0.875151853,0.057916583
B3GALNT1,65.12154568,0.169482879,0.284503869,-0.595713795,0.551366441,0.875151853,0.057916583
EXOSC9,254.826689,0.09342076,0.156918239,-0.595346727,0.551611727,0.875151853,0.057916583
SH3D19,1864.87188,-0.064782938,0.108721686,0.595860312,0.551268549,0.875151853,0.057916583
STK17A,1115.398869,-0.083570233,0.140299904,0.595654242,0.551406232,0.875151853,0.057916583
ADAM9,13793.29579,-0.052462674,0.088060239,0.59575894,0.551336277,0.875151853,0.057916583
RPE,485.6619863,0.078237701,0.131444737,-0.595213648,0.551700668,0.875180093,0.057902569
C1orf226,49.29148546,-0.184814914,0.310594887,0.595035275,0.551819892,0.875191779,0.05789677
EWSR1,4092.988372,0.05487798,0.092233488,-0.594989755,0.551850319,0.875191779,0.05789677
C1orf109,262.3034465,-0.093629083,0.157497971,0.59447803,0.552192433,0.875395787,0.057795548
FAM63A,327.4689435,0.084392256,0.141911477,-0.59468239,0.552055796,0.875395787,0.057795548
PSMD10,302.9643602,-0.08990724,0.151222404,0.594536506,0.552153333,0.875395787,0.057795548
RAD54L,45.1521436,-0.19037102,0.320427222,0.59411625,0.552434363,0.875666478,0.057661276
GM2A,6985.462191,0.049063561,0.082608561,-0.593928283,0.552560081,0.875752914,0.057618409
P4HA1,2350.494831,-0.064555888,0.108783119,0.593436631,0.55288898,0.875824709,0.057582807
MEF2BNB,106.7091172,0.129895286,0.218887179,-0.593434875,0.552890155,0.875824709,0.057582807
EPC2,236.0608852,-0.108199885,0.182305637,0.59350817,0.552841117,0.875824709,0.057582807
BET1,140.5246734,0.121543301,0.204738072,-0.593652658,0.552744453,0.875824709,0.057582807
SNAP23,668.1798606,0.071127803,0.119987477,-0.592793548,0.553319326,0.875999948,0.05749592
PTK6,590.2262619,0.080870844,0.136387497,-0.592949106,0.553215213,0.875999948,0.05749592
PNRC1,333.0020837,-0.234542378,0.395693482,0.592737532,0.553356819,0.875999948,0.05749592
GPSM1,164.3552012,0.130102314,0.219439439,-0.592884827,0.553258233,0.875999948,0.05749592
POLA1,132.2115023,-0.117595365,0.198270564,0.593105512,0.553110542,0.875999948,0.05749592
GOLGA8A,431.529036,-0.080200114,0.135402102,0.592310699,0.553642553,0.876001374,0.057495213
CAPNS2,741.3133105,-0.082808123,0.139772112,0.592450964,0.553548648,0.876001374,0.057495213
INTS2,193.7768505,-0.123926413,0.209160862,0.592493316,0.553520295,0.876001374,0.057495213
SUMO2,2185.505655,0.057754616,0.097495701,-0.592381149,0.553595386,0.876001374,0.057495213
ITGB4,19486.19479,0.079892876,0.134926688,-0.592120637,0.553769809,0.876061863,0.057465225
ACAA2,157.1416588,-0.125938119,0.212718617,0.592040888,0.553823209,0.876061863,0.057465225
MSRB3,194.8827066,0.102382218,0.173031967,-0.591695399,0.554054578,0.876125387,0.057433735
CCDC101,53.7421893,-0.200096061,0.338296733,0.591480915,0.554198239,0.876125387,0.057433735
FBRS,810.6264317,0.091406696,0.154601186,-0.591241883,0.554358363,0.876125387,0.057433735
SPINK5,720.7929042,-0.081076631,0.137130599,0.591236614,0.554361893,0.876125387,0.057433735
AP4M1,145.9031262,0.115179857,0.194775977,-0.591345293,0.554289088,0.876125387,0.057433735
SLC52A2,300.0227402,0.123206024,0.208277336,-0.591547914,0.554153361,0.876125387,0.057433735
PIM2,138.3953921,0.116140364,0.196298413,-0.591652079,0.554083592,0.876125387,0.057433735
TPMT,544.5674716,-0.083203727,0.140760828,0.59110001,0.554453413,0.876157468,0.057417833
OAZ2,977.4933151,-0.067687838,0.114569437,0.590801873,0.55465318,0.876230686,0.057381542
SPAG9,1488.677335,0.062954442,0.106573838,-0.590711969,0.554713427,0.876230686,0.057381542
ZNF610,83.80665356,-0.156516848,0.264931615,0.590782071,0.554666449,0.876230686,0.057381542
RNU86,18.63677439,-0.305749368,0.517849102,0.590421741,0.554907939,0.876312896,0.057340797
ANXA5,13498.52088,-0.067347086,0.114062209,0.590441712,0.554894553,0.876312896,0.057340797
ACTR1B,407.7272585,0.081457151,0.138021717,-0.590176337,0.555072435,0.876460158,0.057267821
LRRC37A3,59.3460027,0.180221434,0.305474623,-0.589971868,0.55520951,0.87656409,0.057216325
ZDHHC6,334.9483266,0.097823669,0.165846558,-0.58984443,0.555294953,0.876586489,0.057205227
MAGOHB,116.3020945,-0.129927194,0.220374449,0.589574675,0.555475834,0.876647044,0.057175227
RHOT2,674.3242073,0.096282895,0.163304248,-0.589592105,0.555464146,0.876647044,0.057175227
CHSY1,443.1485915,0.086097919,0.146144895,-0.589127103,0.555776013,0.876806068,0.057096453
HKR1,642.0458652,0.072883432,0.123737173,-0.58901808,0.555849145,0.876806068,0.057096453
PPP1R12C,534.6462968,0.084632766,0.143642047,-0.589192147,0.555732385,0.876806068,0.057096453
HADHA,5792.851777,0.050050099,0.084974791,-0.588999378,0.555861691,0.876806068,0.057096453
HERPUD1,999.0010833,0.060383607,0.102540112,-0.588877909,0.555943178,0.876822176,0.057088475
SUFU,435.9632728,-0.075637726,0.128473402,0.588742302,0.556034156,0.876853248,0.057073085
CKMT1A,205.8863791,0.096447362,0.164135104,-0.587609596,0.556794369,0.876903203,0.057048344
CHRNB4,20.83826404,0.280120853,0.476915874,-0.587359046,0.556962593,0.876903203,0.057048344
PRSS53,41.49737576,-0.202725146,0.34561023,0.586571601,0.55749146,0.876903203,0.057048344
HAUS8,66.12666732,0.173269722,0.295391844,-0.58657585,0.557488606,0.876903203,0.057048344
SNRPD2,3386.257398,0.058603617,0.099575545,-0.588534228,0.556173766,0.876903203,0.057048344
PCBP1.AS1,19.81620461,0.285185404,0.485807508,-0.587033752,0.557181039,0.876903203,0.057048344
BAZ2B,1133.295166,-0.061525927,0.104609846,0.588146615,0.556433886,0.876903203,0.057048344
NANP,89.49587436,0.140528433,0.238882646,-0.588273932,0.55634844,0.876903203,0.057048344
IL10RB,243.3532882,-0.091335284,0.155605411,0.586967273,0.557225686,0.876903203,0.057048344
PHF5A,359.1579085,0.082043923,0.139844457,-0.586679833,0.557418754,0.876903203,0.057048344
PRR5,37.79526043,-0.220225058,0.374608318,0.587880854,0.556612268,0.876903203,0.057048344
SLC6A11,89.29906384,0.13505474,0.230173235,-0.586752585,0.557369885,0.876903203,0.057048344
IP6K1,462.0790928,0.083709841,0.142574557,-0.587130291,0.557116205,0.876903203,0.057048344
WRNIP1,1504.915632,0.055870225,0.094987133,-0.588187298,0.556406582,0.876903203,0.057048344
AGPAT4,237.2259557,0.090996006,0.154781549,-0.587899567,0.556599707,0.876903203,0.057048344
SYBU,90.68337544,-0.142876753,0.243396253,0.587012949,0.55719501,0.876903203,0.057048344
TSNARE1,31.78386801,-0.220052337,0.375103243,0.586644719,0.557442342,0.876903203,0.057048344
ZNF462,1175.175491,-0.056800516,0.096666752,0.587591029,0.556806834,0.876903203,0.057048344
ODF2,665.3796888,0.064825412,0.110338607,-0.587513415,0.556858943,0.876903203,0.057048344
LOC286467,18.73717554,-0.307227681,0.523131368,0.58728591,0.557011702,0.876903203,0.057048344
ATXN7,655.5237889,-0.070878945,0.120869134,0.586410628,0.557599604,0.876961177,0.057019632
NUP160,565.9597611,0.081384756,0.138890351,-0.58596407,0.55789966,0.877320928,0.056841511
IFI16,3578.155921,0.05365315,0.091587482,-0.585813131,0.558001099,0.877368292,0.056818065
AARS,1523.946206,0.059102311,0.100921948,-0.585623961,0.558128243,0.877456056,0.056774624
MAGI3,208.819667,-0.096438305,0.164859777,0.584971706,0.558566742,0.878033229,0.056489048
VTI1B,1990.706097,-0.077724989,0.13290757,0.584804831,0.558678956,0.878097421,0.056457298
KDM1A,1560.109388,0.059724683,0.102235262,-0.584188679,0.559093377,0.878200759,0.056406192
LOC100505633,483.3320405,0.082586096,0.141463835,-0.583796531,0.559357213,0.878200759,0.056406192
ARFGAP2,783.8633521,0.064832223,0.111078139,-0.583663213,0.559446922,0.878200759,0.056406192
CHORDC1,753.5536628,0.08399558,0.143704978,-0.584500144,0.558883869,0.878200759,0.056406192
NTM,307.1058031,0.089923343,0.154071745,-0.583645901,0.559458572,0.878200759,0.056406192
MGAT5B,21.86776805,-0.286748773,0.491156914,0.583823142,0.559339307,0.878200759,0.056406192
EVI5L,369.8012903,0.087595511,0.14996568,-0.584103718,0.559150534,0.878200759,0.056406192
INTS12,379.6475313,0.078481364,0.134344141,-0.584181517,0.559098195,0.878200759,0.056406192
BCAP29,689.1543509,-0.088444457,0.151452349,0.583975468,0.559236817,0.878200759,0.056406192
NELFB,482.9844488,0.088833668,0.152170577,-0.583776901,0.559370421,0.878200759,0.056406192
HTRA1,592.6454883,-0.069208251,0.118812074,0.582501832,0.560228708,0.878277108,0.056368437
EML3,457.3765266,-0.073636231,0.126333406,0.582872208,0.559979331,0.878277108,0.056368437
PITPNM1,416.5569662,0.104594312,0.179589708,-0.582407051,0.560292533,0.878277108,0.056368437
RPUSD4,186.6338689,0.111655215,0.191648525,-0.582604091,0.560159851,0.878277108,0.056368437
TAF1C,209.1123402,-0.109151998,0.187373746,0.582536243,0.560205536,0.878277108,0.056368437
RPRD1A,536.0146673,-0.087616185,0.150298641,0.582947283,0.559928789,0.878277108,0.056368437
PCIF1,198.659979,0.099459541,0.170467427,-0.583451883,0.55958914,0.878277108,0.056368437
NAF1,95.83007374,-0.133637135,0.229095173,0.583325842,0.559673969,0.878277108,0.056368437
SENP6,583.2539352,-0.089711249,0.153918312,0.582849745,0.559994454,0.878277108,0.056368437
PTGR1,2165.700146,-0.061336122,0.105274806,0.582628685,0.560143291,0.878277108,0.056368437
RBBP7,1412.497956,-0.056362978,0.096740147,0.582622417,0.560147511,0.878277108,0.056368437
TARS2,854.9395098,0.060324093,0.103728672,-0.581556589,0.560865391,0.878289112,0.056362501
TSSC4,178.1476916,-0.119930375,0.206033187,0.582092513,0.560504368,0.878289112,0.056362501
PAWR,397.7592217,0.085099793,0.146290566,-0.581717577,0.56075693,0.878289112,0.056362501
EXOC7,2366.084744,0.052748509,0.090693081,-0.581615587,0.560825642,0.878289112,0.056362501
CTDP1,293.9863375,0.096102796,0.16525349,-0.581547754,0.560871343,0.878289112,0.056362501
CCDC124,619.4188723,0.249192424,0.428354166,-0.581743903,0.560739195,0.878289112,0.056362501
TSLP,42.65984247,-0.18984138,0.326422029,0.581582624,0.56084785,0.878289112,0.056362501
NKAP,187.7803263,0.099902071,0.171617524,-0.582120453,0.56048555,0.878289112,0.056362501
C10orf11,41.67280974,0.216698311,0.37286423,-0.581172163,0.561124427,0.878549821,0.056233605
TBRG1,732.1454221,0.065393807,0.112536701,-0.581088719,0.561180661,0.878549821,0.056233605
DECR1,1040.084933,-0.066150738,0.113866167,0.580951651,0.56127304,0.878582636,0.056217384
XYLT1,24.35750366,-0.248010946,0.426994028,0.580830011,0.561355027,0.878599178,0.056209207
ZBTB48,180.9082268,0.109380196,0.188514105,-0.580222874,0.56176433,0.878664758,0.056176792
CROCCP3,24.37598483,-0.246140888,0.424928109,0.579253015,0.562418463,0.878664758,0.056176792
RNF115,281.2217643,-0.086641902,0.149476601,0.579635219,0.562160637,0.878664758,0.056176792
MTX1,205.2454723,0.10449985,0.180155399,-0.580053947,0.561878239,0.878664758,0.056176792
METTL18,64.59341637,-0.16391302,0.282990106,0.579218202,0.562441951,0.878664758,0.056176792
CTR9,1322.933495,0.060971039,0.105189006,-0.579633183,0.562162011,0.878664758,0.056176792
STYK1,99.66407185,0.129109608,0.222614596,-0.579969192,0.561935394,0.878664758,0.056176792
ZNF280D,167.8180107,0.113899848,0.196418604,-0.579883196,0.561993389,0.878664758,0.056176792
CLN6,153.6220832,0.106116126,0.1830894,-0.579586398,0.562193568,0.878664758,0.056176792
WDR73,157.9658267,0.123534072,0.213212585,-0.579393906,0.562323415,0.878664758,0.056176792
CDK12,1639.743114,0.054324258,0.093768026,-0.579347356,0.562354818,0.878664758,0.056176792
LSM7,334.6510163,0.081571761,0.14076338,-0.57949561,0.562254808,0.878664758,0.056176792
OTUD4,1001.941755,0.063777966,0.109945286,-0.580088227,0.561855122,0.878664758,0.056176792
ZNF165,165.8724483,0.115758226,0.199484184,-0.58028774,0.561720594,0.878664758,0.056176792
CASP2,537.3626786,-0.073147152,0.126294519,0.579179154,0.562468295,0.878664758,0.056176792
C18orf8,286.7094299,-0.092266457,0.159346205,0.579031403,0.562567984,0.878708906,0.056154972
FBL,876.9900085,0.066971465,0.115688839,-0.578893052,0.562661338,0.878743149,0.056138048
C12orf29,262.1063312,0.11892169,0.205553915,-0.578542568,0.562897867,0.878886544,0.056067185
APBA2,265.6830378,0.085985089,0.148660075,-0.578400679,0.562993635,0.878886544,0.056067185
SPATA24,23.74574728,0.26514852,0.458317555,-0.578525779,0.562909198,0.878886544,0.056067185
RPL23AP53,79.77860619,-0.154574483,0.267275647,0.578333584,0.563038925,0.878886544,0.056067185
FRMD4A,333.7197159,0.081574268,0.141646497,-0.575900351,0.564682538,0.878921125,0.056050097
CSTF3,717.3946754,-0.080157666,0.139161145,0.576006084,0.56461107,0.878921125,0.056050097
C12orf73,128.9912273,-0.119003446,0.2064568,0.57640846,0.564339127,0.878921125,0.056050097
DDX55,519.6576818,-0.078491456,0.136129962,0.576592068,0.564215059,0.878921125,0.056050097
UBAC2,787.0181304,-0.063401577,0.110256251,0.575038388,0.565265335,0.878921125,0.056050097
CCDC64B,64.36546314,0.203083481,0.35301628,-0.575280779,0.565101419,0.878921125,0.056050097
ABCC1,2005.435372,0.054301153,0.094098188,-0.577069062,0.563892803,0.878921125,0.056050097
NDUFAB1,371.575621,-0.083054876,0.143654369,0.578157675,0.563157671,0.878921125,0.056050097
YPEL3,218.3189283,-0.096598437,0.167530932,0.576600607,0.564209289,0.878921125,0.056050097
ELMO3,344.6557063,0.109128357,0.189667008,-0.575368158,0.565042335,0.878921125,0.056050097
NQO1,2017.530101,-0.053032654,0.092260945,0.574811518,0.565418776,0.878921125,0.056050097
ZFPM1,42.83200963,-0.24236127,0.421025225,0.575645485,0.56485483,0.878921125,0.056050097
ZZEF1,751.2552636,0.063009196,0.109299169,-0.576483759,0.564288245,0.878921125,0.056050097
ACOX1,924.8872784,0.060579965,0.10523081,-0.575686579,0.564827048,0.878921125,0.056050097
CBX2,75.03002411,0.161352874,0.279151314,-0.578012232,0.563255861,0.878921125,0.056050097
BAIAP2.AS1,266.6710996,-0.091096986,0.157852088,0.577103461,0.563869566,0.878921125,0.056050097
STXBP2,1463.333674,0.057320242,0.099718853,-0.574818499,0.565414055,0.878921125,0.056050097
LOC100996307,21.4719673,0.286510615,0.496410733,-0.577164425,0.563828387,0.878921125,0.056050097
HS6ST1,958.1137363,-0.075806568,0.131426295,0.576799096,0.564075181,0.878921125,0.056050097
R3HDM1,973.9558123,-0.063210238,0.109752438,0.575934703,0.564659318,0.878921125,0.056050097
GPD2,1015.796849,0.067795621,0.117450656,-0.577226411,0.563786518,0.878921125,0.056050097
SP110,812.2166203,0.074529697,0.12905666,-0.577495938,0.563604482,0.878921125,0.056050097
SYNJ1,213.2337608,-0.09214584,0.159708564,0.576962425,0.563964839,0.878921125,0.056050097
POLR2F,487.0105469,-0.082621981,0.143613348,0.575308506,0.56508267,0.878921125,0.056050097
CDV3,3253.369644,0.057702306,0.100298538,-0.575305552,0.565084667,0.878921125,0.056050097
WHSC1,942.13732,0.061616266,0.107019213,-0.575749567,0.564784467,0.878921125,0.056050097
EVC,728.137407,0.069094868,0.119922438,-0.576162975,0.564505028,0.878921125,0.056050097
OCIAD2,2688.651274,-0.060048357,0.104464056,0.574823148,0.56541091,0.878921125,0.056050097
GEMIN5,472.9164865,0.074134178,0.128652327,-0.576236587,0.564455279,0.878921125,0.056050097
ATF6B,2244.206667,0.055637275,0.096766374,-0.57496497,0.565314988,0.878921125,0.056050097
LOC100129148,40.76696088,-0.207767565,0.360879501,0.575725593,0.564800674,0.878921125,0.056050097
RHPN1,51.80728085,0.210208484,0.365371835,-0.575327554,0.56506979,0.878921125,0.056050097
ZNF674,35.57441404,0.203681567,0.35280889,-0.577314157,0.563727252,0.878921125,0.056050097
ALDH1A1,71.78111554,-0.15610494,0.271870718,0.574188132,0.565840499,0.87946555,0.055781168
PDCL,303.798588,0.086899357,0.151393066,-0.573998261,0.565968978,0.879554114,0.055737436
STIM1,912.425593,0.060711607,0.105935068,-0.57310207,0.566575586,0.879607882,0.055710888
ADAL,72.77463945,-0.15184818,0.264853201,0.573329601,0.566421546,0.879607882,0.055710888
HAPLN3,38.46588442,0.212574903,0.370574887,-0.57363548,0.566214497,0.879607882,0.055710888
STX10,536.7825808,0.070560696,0.123117091,-0.57311861,0.566564387,0.879607882,0.055710888
PRRG2,122.6255353,0.121126311,0.211168355,-0.573600677,0.566238053,0.879607882,0.055710888
ZNF318,642.458418,0.070910856,0.12365075,-0.57347696,0.566321795,0.879607882,0.055710888
PRIM2,127.0227409,0.123924469,0.216225169,-0.573126936,0.56655875,0.879607882,0.055710888
SPIN1,742.4410907,-0.089965571,0.156872762,0.573493895,0.566310332,0.879607882,0.055710888
NFKBID,67.95385723,0.166103825,0.289963343,-0.57284422,0.566750175,0.879684542,0.055673039
FAM13A.AS1,22.35893766,-0.260021184,0.453933391,0.572817927,0.566767979,0.879684542,0.055673039
MFSD5,330.1305438,-0.086018357,0.150220175,0.572615209,0.566905259,0.879786616,0.055622649
MAPRE3,430.7264351,0.074586377,0.130293404,-0.572449367,0.567017579,0.879849932,0.055591395
CIZ1,1423.957794,0.060447104,0.105631819,-0.572243332,0.567157135,0.879955489,0.055539295
HES2,5313.948359,0.049849377,0.087258282,-0.571285331,0.567806243,0.880059526,0.055487952
HARBI1,56.14135637,-0.169059693,0.296091427,0.570971254,0.568019129,0.880059526,0.055487952
RAD52,149.9493874,-0.107373908,0.188030435,0.571045361,0.567968895,0.880059526,0.055487952
ATG14,282.6666902,-0.09262972,0.162123774,0.571351864,0.567761152,0.880059526,0.055487952
CCPG1,287.8122784,-0.082896314,0.144995067,0.571718166,0.567512926,0.880059526,0.055487952
ZNF287,80.1378949,-0.144364016,0.252545174,0.57163641,0.567568323,0.880059526,0.055487952
ADM2,18.68847521,-0.288940745,0.505803507,0.571250971,0.567829531,0.880059526,0.055487952
SELT,1115.478857,-0.06705464,0.117457734,0.570883143,0.568078859,0.880059526,0.055487952
KPNA7,73.15694193,0.156644514,0.274093299,-0.571500707,0.567660281,0.880059526,0.055487952
JAK2,244.8899647,0.105647445,0.184719203,-0.571935364,0.567365765,0.880059526,0.055487952
KIAA1432,637.138521,-0.076928115,0.13475414,0.570877558,0.568082644,0.880059526,0.055487952
ATG4A,394.9043495,0.081960147,0.143395078,-0.571568757,0.567614167,0.880059526,0.055487952
TANK,1031.851348,-0.060733009,0.106450491,0.570528216,0.56831949,0.880204755,0.05541629
Sep.06,248.0511068,-0.09254513,0.162184699,0.570615667,0.568260196,0.880204755,0.05541629
PPAP2C,401.7703261,-0.081445514,0.142843064,0.570174787,0.568559155,0.880289879,0.055374291
FAM117B,111.9786477,-0.136747648,0.239782297,0.570299184,0.568474794,0.880289879,0.055374291
DEPTOR,23.44252192,-0.246813225,0.432906469,0.5701306,0.568589122,0.880289879,0.055374291
OTUD7B,796.2948065,-0.064806666,0.113770552,0.569626012,0.568931382,0.880420747,0.055309732
LDLRAD3,153.5303288,-0.115688497,0.203110531,0.569583945,0.56895992,0.880420747,0.055309732
IDO1,24.38168476,0.249553444,0.438030719,-0.569716764,0.568869818,0.880420747,0.055309732
VCPIP1,386.3431859,0.075070954,0.13175203,-0.569789733,0.56882032,0.880420747,0.055309732
ARHGEF19,88.22321344,-0.165044755,0.289932898,0.569251564,0.569185432,0.880658934,0.055192255
UBN1,1486.818595,0.055299147,0.097166098,-0.569119767,0.569274865,0.880686542,0.05517864
PARP16,70.03453925,-0.156973515,0.27608588,0.568567706,0.569649546,0.880893181,0.055076752
NFE2L1,13421.21799,-0.046009888,0.080909068,0.56866169,0.569585751,0.880893181,0.055076752
WDR6,2192.05765,0.054494665,0.095864709,-0.568453865,0.569726824,0.880893181,0.055076752
ZNF736,45.70884487,-0.182498826,0.321077199,0.568395473,0.569766464,0.880893181,0.055076752
TCEAL1,154.778146,-0.106806724,0.187863074,0.568534954,0.569671778,0.880893181,0.055076752
CREB3L2,1513.469118,-0.053631781,0.094384347,0.568227489,0.569880508,0.880958785,0.055044409
RRN3P3,57.93852809,-0.163958661,0.288727001,0.567867434,0.570124986,0.880983999,0.055031979
PLEKHM1P,173.9887643,-0.108238414,0.190555877,0.568014042,0.570025433,0.880983999,0.055031979
PRKD3,345.6063458,0.088344327,0.15559233,-0.567793584,0.570175137,0.880983999,0.055031979
PCDHGC3,297.412294,0.088110382,0.15518391,-0.567780399,0.570184091,0.880983999,0.055031979
ANKRD46,81.70906361,0.153775169,0.270885376,-0.567676158,0.570254884,0.880983999,0.055031979
HEXDC,30.70544778,0.221465026,0.390700985,-0.566840204,0.570822753,0.881750566,0.054654253
MYEF2,164.2537917,0.114481415,0.202053494,-0.566589632,0.57099302,0.881902842,0.054579258
SETDB1,525.1255779,0.068128406,0.120383966,-0.565925909,0.571444148,0.88218723,0.054439233
ZNF805,93.89059442,-0.137538989,0.242948888,0.566123147,0.571310069,0.88218723,0.054439233
MFHAS1,228.7474694,-0.09590519,0.169424914,0.566063087,0.571350895,0.88218723,0.054439233
NKRF,252.2782399,-0.087672319,0.154926361,0.565896718,0.571463993,0.88218723,0.054439233
GHRLOS,26.64423127,0.237307145,0.419530903,-0.565648783,0.571632559,0.882320768,0.054373498
FAM3D,26.74719085,-0.232694658,0.411442237,0.56555851,0.571693939,0.882320768,0.054373498
HMGXB4,598.973876,0.067741994,0.119837479,-0.565282201,0.571881833,0.88239395,0.054337478
SAP30L,215.6209296,0.090190242,0.159550293,-0.56527782,0.571884813,0.88239395,0.054337478
EIF1,4238.404835,-0.051128422,0.090538941,0.564711953,0.572269703,0.882877086,0.054099755
METTL21A,68.49669944,-0.162769227,0.288459648,0.564270352,0.572570156,0.882897726,0.054089602
TRA2B,1159.835617,0.061189286,0.108397115,-0.564491832,0.572419458,0.882897726,0.054089602
DNPH1,175.0901636,0.114419004,0.202769133,-0.56428216,0.57256212,0.882897726,0.054089602
HOOK3,614.5806289,-0.064563899,0.114409234,0.564324192,0.57253352,0.882897726,0.054089602
GPHN,207.7645916,-0.096623565,0.171448811,0.563570925,0.573046179,0.883009555,0.054034597
ZBTB4,4150.940968,-0.048434068,0.085963559,0.563425581,0.573145122,0.883009555,0.054034597
CUL3,963.2934599,-0.062937768,0.111670418,0.563602864,0.573024437,0.883009555,0.054034597
MAPK1,1682.285062,-0.053257361,0.094507206,0.563526988,0.573076088,0.883009555,0.054034597
RASA2,97.91339645,-0.149328541,0.264766288,0.564001342,0.572753219,0.883009555,0.054034597
RP9P,47.25202979,-0.178006367,0.315806018,0.563657299,0.572987383,0.883009555,0.054034597
PLEKHA2,668.2988189,-0.071587151,0.127036563,0.563516122,0.573083485,0.883009555,0.054034597
FLVCR1,114.8641571,-0.116910458,0.207581945,0.563201478,0.573297696,0.883083202,0.053998376
MAP4K2,244.3626374,0.092704772,0.164641442,-0.563070699,0.573386743,0.883083202,0.053998376
KIAA1147,830.2741085,-0.059115448,0.104993509,0.563039074,0.573408277,0.883083202,0.053998376
TMED3,1314.417695,0.053734251,0.095491343,-0.562713326,0.573630108,0.883250202,0.053916255
CYGB,164.9804418,0.111143981,0.197577118,-0.562534678,0.573751783,0.883250202,0.053916255
FUZ,34.26941724,-0.224450989,0.399011259,0.562517935,0.573763187,0.883250202,0.053916255
RP2,465.2075014,0.070044239,0.124532355,-0.562458159,0.573803903,0.883250202,0.053916255
CCDC97,444.668425,0.078944002,0.140454988,-0.562059082,0.574075766,0.883357728,0.053863387
NCBP2,2000.966109,0.054712664,0.097346671,-0.562039399,0.574089176,0.883357728,0.053863387
PDE4D,103.7464501,0.123318266,0.219396901,-0.562078434,0.574062581,0.883357728,0.053863387
PQLC2,159.6547886,0.107666635,0.191652118,-0.561781609,0.574264824,0.883517491,0.053784848
GFOD2,353.6662067,0.085128374,0.151584212,-0.561591297,0.574394511,0.883606512,0.053741092
SF3B14,2091.126112,-0.052086854,0.092776492,0.561422978,0.574509224,0.883672477,0.053708671
TBC1D20,813.2756169,0.059793288,0.10654163,-0.561219947,0.574647606,0.883774828,0.053658372
AP2M1,6720.729985,0.048327543,0.086144871,-0.561003134,0.574795401,0.883781155,0.053655263
SENP5,415.2713866,-0.075864526,0.135223804,0.56102937,0.574777515,0.883781155,0.053655263
DHRS4L2,130.7094147,0.111050422,0.198071678,-0.560657752,0.575030873,0.884032717,0.053531662
NRM,99.03171976,-0.1282479,0.228799643,0.560524915,0.575121451,0.884061488,0.053517528
OBSCN,433.2143067,0.088262158,0.157645226,-0.559878408,0.575562377,0.884328636,0.053386312
SLC37A2,202.6886691,0.101588488,0.181372452,-0.560109801,0.575404545,0.884328636,0.053386312
TMEM44,193.488233,0.094497747,0.168791643,-0.559848495,0.575582782,0.884328636,0.053386312
C6orf70,221.4979415,0.093079202,0.166209054,-0.560012828,0.575470688,0.884328636,0.053386312
GOLPH3,809.3862251,-0.064230845,0.114854397,0.559237141,0.575999888,0.884858969,0.053125943
SESN2,424.93029,0.082525666,0.147805047,-0.558341325,0.576611331,0.885143569,0.052986282
TIMM13,603.5878671,0.088588598,0.158596297,-0.558579231,0.576448917,0.885143569,0.052986282
C3orf67,209.4635112,-0.092394583,0.165462936,0.55840048,0.576570945,0.885143569,0.052986282
ZSCAN9,235.2040071,-0.101097467,0.180928934,0.558768933,0.576319428,0.885143569,0.052986282
BLVRA,461.9680265,0.074294397,0.133117594,-0.558111024,0.576768573,0.885143569,0.052986282
CAV2,2375.999101,0.053835157,0.096487111,-0.5579518,0.576877298,0.885143569,0.052986282
ARHGEF10,694.4162971,0.071432749,0.127990066,-0.558111672,0.576768131,0.885143569,0.052986282
